postgis_fi,lat_y_dd,long_x_dd,lastsurvey,recentspec,recentstat,Nest_ID
619,40.084241,-104.769835,2014-07-10,Swainsons Hawk,ACTIVE NEST,"619"
620,40.202507,-104.782831,2015-06-03,Swainsons Hawk,FLEDGED NEST,"620"
621,40.205151,-104.785368,2015-06-03,Swainsons Hawk,INACTIVE NEST,"621"
622,40.1675,-104.908421,2001-01-01,Red-tail Hawk,ACTIVE NEST,"622"
623,40.18339,-104.976463,2014-07-01,Swainsons Hawk,ACTIVE NEST,"623"
624,40.215434,-104.768225,2014-08-26,Swainsons Hawk,INACTIVE NEST,"624"
625,40.342442,-104.607387,2014-02-12,Red-tail Hawk,INACTIVE NEST,"625"
626,40.344629,-104.608208,2014-02-12,Red-tail Hawk,INACTIVE NEST,"626"
627,40.346952,-104.616202,2014-02-12,Swainsons Hawk,ACTIVE NEST,"627"
628,40.350712,-104.611594,2014-02-12,Swainsons Hawk,ACTIVE NEST,"628"
629,40.331013,-104.605259,2014-02-12,Red-tail Hawk,ACTIVE NEST,"629"
630,40.34153,-104.607302,2014-02-12,Red-tail Hawk,FLEDGED NEST,"630"
631,40.343787,-104.608239,2014-02-12,Red-tail Hawk,FLEDGED NEST,"631"
632,40.190041,-104.951165,2014-07-28,Red-tail Hawk,FLEDGED NEST,"632"
633,40.763038,-103.833793,2001-01-01,Swainsons Hawk,INACTIVE NEST,"633"
634,40.114726,-104.872927,2014-06-27,Red-tail Hawk,FLEDGED NEST,"634"
635,40.117916,-104.867303,2014-03-14,Swainsons Hawk,ACTIVE NEST,"635"
636,40.120936,-104.866081,2014-06-27,Red-tail Hawk,FLEDGED NEST,"636"
637,40.062555,-104.867218,2014-02-18,Red-tail Hawk,FLEDGED NEST,"637"
638,40.057893,-104.866191,2014-02-18,Red-tail Hawk,ACTIVE NEST,"638"
639,40.060584,-104.877656,2014-02-18,Swainsons Hawk,FLEDGED NEST,"639"
640,40.218902,-104.743998,2014-02-18,Red-tail Hawk,INACTIVE NEST,"640"
641,40.131299,-104.884866,2014-05-13,Red-tail Hawk,ACTIVE NEST,"641"
642,40.118858,-104.867296,2014-03-14,Red-tail Hawk,INACTIVE NEST,"642"
643,40.119125,-104.867317,2014-03-14,Swainsons Hawk,ACTIVE NEST,"643"
644,40.116925,-104.857001,2014-06-27,Swainsons Hawk,ACTIVE NEST,"644"
645,40.112774,-104.86176,2014-02-21,Red-tail Hawk,INACTIVE NEST,"645"
646,40.373552,-104.986001,2014-02-21,Red-tail Hawk,INACTIVE NEST,"646"
647,40.002918,-104.929847,2014-06-02,Red-tail Hawk,INACTIVE NEST,"647"
648,40.152741,-104.842546,2015-07-30,Swainsons Hawk,FLEDGED NEST,"648"
649,40.180393,-104.853128,2014-06-26,Swainsons Hawk,FLEDGED NEST,"649"
650,40.173905,-104.851228,2014-02-25,Red-tail Hawk,FLEDGED NEST,"650"
651,40.189085,-104.868416,2014-02-25,Red-tail Hawk,ACTIVE NEST,"651"
652,40.192006,-104.868079,2014-06-26,Red-tail Hawk,INACTIVE NEST,"652"
653,40.196504,-104.870773,2014-06-26,Red-tail Hawk,ACTIVE NEST,"653"
654,40.005176,-104.924061,2014-06-30,Red-tail Hawk,INACTIVE NEST,"654"
655,40.2437,-105.021106,2014-04-04,Swainsons Hawk,INACTIVE NEST,"655"
656,39.722176,-104.502404,2014-06-25,Red-tail Hawk,INACTIVE NEST,"656"
657,40.114875,-104.869256,2014-08-22,Swainsons Hawk,ACTIVE NEST,"657"
658,40.203626,-104.865479,2001-01-01,Swainsons Hawk,INACTIVE NEST,"658"
659,40.715299,-103.967722,2014-03-05,Red-tail Hawk,FLEDGED NEST,"659"
660,40.714279,-103.931881,2014-03-05,Red-tail Hawk,INACTIVE NEST,"660"
661,40.76687,-103.927997,2001-01-01,Swainsons Hawk,ACTIVE NEST,"661"
662,40.164109,-104.72832,2015-05-28,Red-tail Hawk,INACTIVE NEST,"662"
663,40.179217,-104.956557,2014-07-28,Swainsons Hawk,FLEDGED NEST,"663"
664,40.130784,-104.616117,2014-08-06,Red-tail Hawk,FLEDGED NEST,"664"
665,40.130122,-104.61485,2014-07-02,Swainsons Hawk,INACTIVE NEST,"665"
666,40.130342,-104.442643,2014-07-02,Red-tail Hawk,FLEDGED NEST,"666"
667,40.014015,-104.708203,2014-03-31,Swainsons Hawk,INACTIVE NEST,"667"
668,40.014076,-104.705552,2014-03-10,Swainsons Hawk,INACTIVE NEST,"668"
669,40.007415,-104.709152,2014-03-12,Swainsons Hawk,INACTIVE NEST,"669"
670,40.15201,-104.904802,2014-07-17,Swainsons Hawk,INACTIVE NEST,"670"
671,40.13286,-104.849173,2015-04-08,Swainsons Hawk,ACTIVE NEST,"671"
672,40.130083,-104.849601,2015-04-08,Swainsons Hawk,INACTIVE NEST,"672"
673,40.217665,-104.763919,2014-07-01,Red-tail Hawk,FLEDGED NEST,"673"
674,40.217761,-104.762332,2014-03-20,Red-tail Hawk,INACTIVE NEST,"674"
675,40.056484,-104.706722,2014-03-13,Red-tail Hawk,INACTIVE NEST,"675"
676,40.057626,-104.709359,2015-03-16,Swainsons Hawk,ACTIVE NEST,"676"
677,40.226016,-104.753695,2014-04-21,Red-tail Hawk,FLEDGED NEST,"677"
678,40.167594,-104.914218,2014-05-22,Swainsons Hawk,ACTIVE NEST,"678"
679,40.159332,-104.729709,2014-08-19,Swainsons Hawk,INACTIVE NEST,"679"
680,40.218045,-104.772817,2014-07-01,Red-tail Hawk,INACTIVE NEST,"680"
681,40.043554,-104.914539,2014-07-28,Swainsons Hawk,INACTIVE NEST,"681"
682,40.226181,-104.981216,2014-07-09,Red-tail Hawk,ACTIVE NEST,"682"
683,40.234208,-104.738605,2014-04-21,Swainsons Hawk,INACTIVE NEST,"683"
684,40.234696,-104.738716,2014-04-21,Swainsons Hawk,INACTIVE NEST,"684"
685,40.247769,-104.736746,2014-06-30,Red-tail Hawk,ACTIVE NEST,"685"
686,40.216575,-104.735262,2014-06-25,Swainsons Hawk,INACTIVE NEST,"686"
687,40.066795,-104.964769,2014-07-04,Red-tail Hawk,ACTIVE NEST,"687"
688,40.062524,-104.963227,2014-07-04,Swainsons Hawk,INACTIVE NEST,"688"
689,40.232334,-104.76497,2014-08-12,Red-tail Hawk,ACTIVE NEST,"689"
690,40.132375,-104.568767,2014-07-02,Red-tail Hawk,INACTIVE NEST,"690"
691,40.767296,-103.957711,2014-04-28,Swainsons Hawk,FLEDGED NEST,"691"
692,40.766159,-103.956056,2014-04-28,Red-tail Hawk,INACTIVE NEST,"692"
693,40.058686,-104.696342,2015-04-09,Red-tail Hawk,INACTIVE NEST,"693"
694,40.190024,-104.741981,2014-08-11,Swainsons Hawk,INACTIVE NEST,"694"
695,40.207136,-104.736419,2014-08-25,Red-tail Hawk,FLEDGED NEST,"695"
696,40.221899,-104.955789,2014-05-06,Red-tail Hawk,FLEDGED NEST,"696"
697,40.241876,-104.755668,2014-04-29,Red-tail Hawk,INACTIVE NEST,"697"
698,40.233527,-104.782516,2014-04-29,Swainsons Hawk,FLEDGED NEST,"698"
699,40.102352,-104.688175,2014-05-06,Red-tail Hawk,INACTIVE NEST,"699"
700,40.178945,-104.959562,2014-08-05,Red-tail Hawk,INACTIVE NEST,"700"
701,40.04404,-104.969459,2014-07-03,Swainsons Hawk,INACTIVE NEST,"701"
702,40.227933,-104.899195,2014-06-25,Red-tail Hawk,ACTIVE NEST,"702"
703,40.232375,-104.896231,2014-07-02,Swainsons Hawk,ACTIVE NEST,"703"
704,40.251735,-104.92972,2014-05-02,Swainsons Hawk,INACTIVE NEST,"704"
705,40.2488,-104.90481,2014-05-02,Swainsons Hawk,INACTIVE NEST,"705"
706,40.045241,-104.729023,2014-06-06,Swainsons Hawk,INACTIVE NEST,"706"
707,40.045033,-104.728369,2014-06-06,Red-tail Hawk,INACTIVE NEST,"707"
708,40.080241,-104.884338,2014-08-08,Red-tail Hawk,INACTIVE NEST,"708"
709,40.24579,-104.857154,2014-05-06,Swainsons Hawk,INACTIVE NEST,"709"
710,39.666796,-104.49277,2014-08-13,Red-tail Hawk,ACTIVE NEST,"710"
711,40.222577,-104.716224,2014-07-16,Red-tail Hawk,INACTIVE NEST,"711"
712,40.131662,-104.550615,2014-07-02,Swainsons Hawk,INACTIVE NEST,"712"
713,40.129442,-104.616235,2014-05-07,Swainsons Hawk,INACTIVE NEST,"713"
714,40.179719,-104.731512,2014-05-14,Swainsons Hawk,INACTIVE NEST,"714"
715,40.180354,-104.731287,2014-05-14,Swainsons Hawk,INACTIVE NEST,"715"
716,40.145459,-104.514679,2014-05-08,Swainsons Hawk,INACTIVE NEST,"716"
717,40.145382,-104.513688,2014-05-08,Red-tail Hawk,INACTIVE NEST,"717"
718,40.139999,-104.50993,2014-05-08,Swainsons Hawk,INACTIVE NEST,"718"
719,40.139634,-104.509618,2014-05-08,Red-tail Hawk,ACTIVE NEST,"719"
720,40.218525,-104.736353,2014-07-17,Swainsons Hawk,INACTIVE NEST,"720"
721,40.169628,-104.729036,2014-08-08,Swainsons Hawk,ACTIVE NEST,"721"
722,40.131339,-104.568967,2014-07-16,Red-tail Hawk,INACTIVE NEST,"722"
723,39.593478,-104.61136,2014-08-06,Swainsons Hawk,ACTIVE NEST,"723"
724,40.095345,-105.052232,2014-07-04,Swainsons Hawk,FLEDGED NEST,"724"
725,40.095427,-105.052139,2014-07-04,Red-tail Hawk,ACTIVE NEST,"725"
726,40.071159,-104.877581,2014-05-19,Red-tail Hawk,INACTIVE NEST,"726"
727,40.670095,-103.844686,2014-05-19,Red-tail Hawk,ACTIVE NEST,"727"
728,40.220058,-104.773594,2014-05-20,Swainsons Hawk,INACTIVE NEST,"728"
729,40.089963,-104.895394,2015-08-04,Red-tail Hawk,COULD NOT SEE NEST,"729"
730,40.192263,-104.999965,2014-06-30,Red-tail Hawk,INACTIVE NEST,"730"
731,40.219078,-104.572431,2014-05-21,Swainsons Hawk,INACTIVE NEST,"731"
733,40.747046,-104.127542,2014-05-22,Swainsons Hawk,FLEDGED NEST,"733"
734,40.058512,-104.711227,2015-03-16,Red-tail Hawk,INACTIVE NEST,"734"
735,40.29417,-104.58417,2014-05-22,Swainsons Hawk,ACTIVE NEST,"735"
736,40.24046,-104.769973,2014-08-18,Red-tail Hawk,ACTIVE NEST,"736"
738,40.210536,-104.603507,2015-05-22,Red-tail Hawk,ACTIVE NEST,"738"
739,40.097143,-105.050443,2014-05-30,Red-tail Hawk,INACTIVE NEST,"739"
740,40.736617,-104.01014,2014-05-30,Swainsons Hawk,FLEDGED NEST,"740"
741,40.18093,-104.743978,2014-06-30,Red-tail Hawk,INACTIVE NEST,"741"
742,40.056203,-104.998153,2015-03-16,Swainsons Hawk,INACTIVE NEST,"742"
743,40.157332,-104.699975,2014-08-20,Red-tail Hawk,FLEDGED NEST,"743"
744,40.131071,-104.436444,2014-09-03,Red-tail Hawk,INACTIVE NEST,"744"
745,40.128743,-104.889718,2014-07-07,Swainsons Hawk,INACTIVE NEST,"745"
746,40.127869,-104.889398,2014-07-07,Swainsons Hawk,INACTIVE NEST,"746"
747,40.130538,-104.891832,2014-07-07,Red-tail Hawk,ACTIVE NEST,"747"
748,40.013468,-104.867062,2014-08-12,Red-tail Hawk,ACTIVE NEST,"748"
750,40.237904,-104.755382,2014-09-08,Red-tail Hawk,INACTIVE NEST,"750"
751,40.229707,-104.899845,2014-07-23,Red-tail Hawk,FLEDGED NEST,"751"
752,40.123029,-104.880452,2014-08-29,Red-tail Hawk,INACTIVE NEST,"752"
753,40.160537,-104.951215,2014-07-28,Red-tail Hawk,ACTIVE NEST,"753"
754,40.14276,-104.970574,2015-07-29,Swainsons Hawk,FLEDGED NEST,"754"
755,40.152561,-104.971582,2014-08-04,Red-tail Hawk,INACTIVE NEST,"755"
756,41.032797,-104.618381,2014-07-15,Red-tail Hawk,ACTIVE NEST,"756"
757,40.156563,-104.702112,2014-08-20,Red-tail Hawk,INACTIVE NEST,"757"
758,40.029629,-104.18802,2014-07-21,Red-tail Hawk,INACTIVE NEST,"758"
759,40.496333,-104.468521,2014-08-04,Red-tail Hawk,INACTIVE NEST,"759"
760,40.136541,-104.616818,2014-08-11,Red-tail Hawk,INACTIVE NEST,"760"
761,40.136699,-104.616358,2014-08-11,Red-tail Hawk,ACTIVE NEST,"761"
762,40.124757,-104.687827,2015-06-23,Red-tail Hawk,INACTIVE NEST,"762"
763,40.122542,-104.678205,2015-07-09,Swainsons Hawk,ACTIVE NEST,"763"
764,40.145783,-104.670606,2014-08-25,Red-tail Hawk,ACTIVE NEST,"764"
765,40.407689,-104.547373,2014-08-28,Red-tail Hawk,FLEDGED NEST,"765"
766,40.407244,-104.5469,2014-08-28,Swainsons Hawk,FLEDGED NEST,"766"
767,40.408195,-104.549049,2014-08-28,Red-tail Hawk,INACTIVE NEST,"767"
768,40.40766,-104.54886,2014-08-28,Red-tail Hawk,INACTIVE NEST,"768"
769,40.406134,-104.547919,2014-08-28,Red-tail Hawk,INACTIVE NEST,"769"
770,40.072697,-104.807251,2014-09-05,Swainsons Hawk,ACTIVE NEST,"770"
771,40.093782,-104.777319,2014-09-15,Red-tail Hawk,ACTIVE NEST,"771"
772,40.018738,-105.032221,2014-09-18,Red-tail Hawk,INACTIVE NEST,"772"
773,40.022134,-105.02509,2014-09-18,Swainsons Hawk,ACTIVE NEST,"773"
774,40.098251,-104.799487,2014-09-23,Swainsons Hawk,FLEDGED NEST,"774"
775,40.211738,-104.983514,2014-09-26,Swainsons Hawk,INACTIVE NEST,"775"
776,40.178226,-104.982696,2014-09-30,Swainsons Hawk,FLEDGED NEST,"776"
777,40.713212,-103.863233,2014-10-06,Red-tail Hawk,INACTIVE NEST,"777"
778,40.125346,-104.669534,2015-07-09,Red-tail Hawk,INACTIVE NEST,"778"
779,40.031991,-104.831698,2014-10-23,Red-tail Hawk,INACTIVE NEST,"779"
780,40.030724,-104.831725,2014-10-23,Red-tail Hawk,INACTIVE NEST,"780"
781,40.030571,-104.831618,2014-10-23,Swainsons Hawk,INACTIVE NEST,"781"
782,40.031764,-104.847177,2014-10-23,Red-tail Hawk,INACTIVE NEST,"782"
783,40.145476,-104.983441,2014-10-23,Red-tail Hawk,ACTIVE NEST,"783"
784,40.08761,-104.726389,2014-10-23,Red-tail Hawk,INACTIVE NEST,"784"
785,40.089324,-104.724389,2014-10-23,Swainsons Hawk,ACTIVE NEST,"785"
786,40.088982,-104.723592,2014-10-23,Red-tail Hawk,ACTIVE NEST,"786"
787,40.087506,-104.729942,2014-10-23,Swainsons Hawk,INACTIVE NEST,"787"
788,40.264754,-104.631865,2014-11-05,Red-tail Hawk,FLEDGED NEST,"788"
789,40.729246,-103.918744,2014-11-11,Swainsons Hawk,FLEDGED NEST,"789"
790,40.729836,-103.923553,2014-11-11,Red-tail Hawk,FLEDGED NEST,"790"
791,40.453482,-104.488994,2014-11-11,Swainsons Hawk,INACTIVE NEST,"791"
792,40.087489,-104.4095,2014-11-11,Swainsons Hawk,INACTIVE NEST,"792"
793,40.072156,-104.796309,2014-11-19,Swainsons Hawk,INACTIVE NEST,"793"
794,40.076749,-104.677829,2014-11-19,Swainsons Hawk,INACTIVE NEST,"794"
795,40.055624,-104.796365,2014-11-21,Swainsons Hawk,ACTIVE NEST,"795"
796,40.053865,-104.784128,2014-11-21,Red-tail Hawk,ACTIVE NEST,"796"
797,40.127057,-105.013789,2014-11-25,Swainsons Hawk,FLEDGED NEST,"797"
798,40.053594,-105.134785,2014-12-10,Red-tail Hawk,INACTIVE NEST,"798"
799,40.051317,-105.139356,2014-12-10,Red-tail Hawk,INACTIVE NEST,"799"
800,40.052144,-105.141104,2014-12-10,Red-tail Hawk,INACTIVE NEST,"800"
801,40.052009,-105.142373,2014-12-10,Swainsons Hawk,ACTIVE NEST,"801"
802,40.052003,-105.144326,2014-12-10,Red-tail Hawk,INACTIVE NEST,"802"
803,40.051657,-105.150116,2014-12-10,Swainsons Hawk,ACTIVE NEST,"803"
804,40.051158,-105.160108,2014-12-10,Red-tail Hawk,INACTIVE NEST,"804"
805,40.049217,-105.153237,2014-12-10,Red-tail Hawk,INACTIVE NEST,"805"
806,40.049147,-105.151991,2014-12-10,Red-tail Hawk,INACTIVE NEST,"806"
807,40.049775,-105.142429,2014-12-10,Swainsons Hawk,INACTIVE NEST,"807"
808,40.463831,-105.003302,2014-12-11,Red-tail Hawk,ACTIVE NEST,"808"
809,40.444,-105.022215,2014-12-11,Red-tail Hawk,FLEDGED NEST,"809"
810,40.46002,-105.098326,2014-12-11,Red-tail Hawk,INACTIVE NEST,"810"
811,40.460025,-105.098227,2014-12-11,Swainsons Hawk,FLEDGED NEST,"811"
812,40.455833,-105.093921,2014-12-11,Red-tail Hawk,INACTIVE NEST,"812"
813,40.453353,-105.097946,2014-12-11,Red-tail Hawk,INACTIVE NEST,"813"
814,40.087748,-104.429377,2015-01-06,Red-tail Hawk,INACTIVE NEST,"814"
815,40.087544,-104.511662,2015-01-08,Red-tail Hawk,INACTIVE NEST,"815"
816,40.086033,-104.527106,2015-01-08,Swainsons Hawk,INACTIVE NEST,"816"
817,40.348578,-104.436659,2015-01-14,Swainsons Hawk,INACTIVE NEST,"817"
818,40.208017,-104.615486,2015-01-16,Red-tail Hawk,INACTIVE NEST,"818"
819,40.211279,-104.61651,2015-01-16,Red-tail Hawk,INACTIVE NEST,"819"
820,40.188471,-104.617944,2015-01-16,Red-tail Hawk,FLEDGED NEST,"820"
821,40.356013,-104.436612,2015-01-19,Swainsons Hawk,FLEDGED NEST,"821"
822,40.350028,-104.418768,2015-03-31,Red-tail Hawk,FLEDGED NEST,"822"
823,40.114163,-104.895532,2015-01-21,Red-tail Hawk,INACTIVE NEST,"823"
824,40.1142,-104.895566,2015-01-21,Swainsons Hawk,INACTIVE NEST,"824"
825,40.114079,-104.894287,2015-01-21,Red-tail Hawk,ACTIVE NEST,"825"
826,40.098223,-104.788769,2015-06-23,Swainsons Hawk,FLEDGED NEST,"826"
827,40.030208,-104.858155,2015-01-28,Red-tail Hawk,ACTIVE NEST,"827"
828,40.045998,-104.864894,2015-01-28,Swainsons Hawk,INACTIVE NEST,"828"
829,40.046556,-104.863907,2015-01-28,Red-tail Hawk,INACTIVE NEST,"829"
830,40.041525,-104.855916,2015-01-28,Red-tail Hawk,ACTIVE NEST,"830"
831,40.056349,-104.706309,2015-02-06,Swainsons Hawk,INACTIVE NEST,"831"
832,40.057262,-104.708569,2015-03-16,Red-tail Hawk,FLEDGED NEST,"832"
833,40.057288,-104.708716,2015-03-16,Swainsons Hawk,ACTIVE NEST,"833"
834,40.057181,-104.708974,2015-03-16,Swainsons Hawk,INACTIVE NEST,"834"
835,40.211366,-104.911597,2015-02-09,Red-tail Hawk,FLEDGED NEST,"835"
836,40.211286,-104.911633,2015-02-09,Swainsons Hawk,INACTIVE NEST,"836"
837,40.032407,-104.66334,2015-02-09,Red-tail Hawk,INACTIVE NEST,"837"
838,40.057069,-104.820346,2015-02-12,Swainsons Hawk,INACTIVE NEST,"838"
839,40.057304,-104.821032,2015-02-12,Swainsons Hawk,INACTIVE NEST,"839"
840,40.139296,-104.993893,2015-02-18,Red-tail Hawk,INACTIVE NEST,"840"
841,40.151933,-104.980898,2015-02-20,Swainsons Hawk,INACTIVE NEST,"841"
842,40.014175,-105.126386,2015-02-20,Swainsons Hawk,FLEDGED NEST,"842"
843,40.007517,-105.119596,2015-02-20,Red-tail Hawk,INACTIVE NEST,"843"
844,40.014859,-105.11541,2015-02-20,Red-tail Hawk,INACTIVE NEST,"844"
845,40.010111,-105.121219,2015-02-20,Red-tail Hawk,FLEDGED NEST,"845"
846,40.009698,-105.113618,2015-02-20,Swainsons Hawk,INACTIVE NEST,"846"
847,40.055237,-104.986777,2015-02-24,Swainsons Hawk,FLEDGED NEST,"847"
848,40.140663,-104.676056,2015-03-19,Red-tail Hawk,INACTIVE NEST,"848"
849,40.125167,-104.669795,2015-07-09,Swainsons Hawk,FLEDGED NEST,"849"
851,40.145773,-104.841214,2015-06-12,Red-tail Hawk,FLEDGED NEST,"851"
852,40.144499,-104.839908,2015-06-12,Red-tail Hawk,INACTIVE NEST,"852"
853,40.145211,-104.83618,2015-03-13,Red-tail Hawk,INACTIVE NEST,"853"
854,40.139674,-104.836056,2015-03-13,Swainsons Hawk,ACTIVE NEST,"854"
855,40.131117,-104.745545,2015-03-16,Swainsons Hawk,ACTIVE NEST,"855"
856,40.211016,-104.599269,2015-05-22,Swainsons Hawk,COULD NOT SEE NEST,"856"
857,40.498638,-105.10217,2015-03-18,Red-tail Hawk,ACTIVE NEST,"857"
858,40.416655,-105.129483,2015-03-18,Swainsons Hawk,FLEDGED NEST,"858"
859,40.058621,-104.62285,2015-04-16,Red-tail Hawk,FLEDGED NEST,"859"
860,40.058602,-104.612157,2015-03-19,Red-tail Hawk,ACTIVE NEST,"860"
861,40.163707,-104.703622,2015-03-23,Red-tail Hawk,INACTIVE NEST,"861"
862,40.167149,-104.701369,2015-03-23,Red-tail Hawk,ACTIVE NEST,"862"
863,40.167166,-104.700325,2015-03-23,Red-tail Hawk,INACTIVE NEST,"863"
864,40.218405,-104.980569,2015-07-27,Red-tail Hawk,FLEDGED NEST,"864"
865,40.192682,-104.880386,2015-06-03,Red-tail Hawk,ACTIVE NEST,"865"
866,40.153187,-104.8346,2015-05-13,Swainsons Hawk,ACTIVE NEST,"866"
867,40.154771,-104.832801,2015-05-13,Red-tail Hawk,ACTIVE NEST,"867"
868,40.159337,-104.730777,2015-06-02,Red-tail Hawk,INACTIVE NEST,"868"
869,40.128012,-104.675725,2015-04-29,Swainsons Hawk,INACTIVE NEST,"869"
870,40.12105,-104.678276,2015-04-29,Red-tail Hawk,ACTIVE NEST,"870"
871,40.132081,-104.676521,2015-04-29,Swainsons Hawk,ACTIVE NEST,"871"
872,40.135098,-104.970502,2015-07-29,Swainsons Hawk,FLEDGED NEST,"872"
873,40.142579,-104.975146,2015-07-29,Swainsons Hawk,ACTIVE NEST,"873"
874,40.118346,-104.993852,2015-07-29,Swainsons Hawk,ACTIVE NEST,"874"
875,40.10994,-104.983845,2015-07-29,Swainsons Hawk,INACTIVE NEST,"875"
876,40.110156,-104.983312,2015-07-29,Red-tail Hawk,FLEDGED NEST,"876"
877,40.064131,-104.670375,2015-07-29,Swainsons Hawk,INACTIVE NEST,"877"
878,40.073284,-104.682972,2015-07-29,Red-tail Hawk,INACTIVE NEST,"878"
879,40.08895,-104.896209,2015-08-11,Red-tail Hawk,FLEDGED NEST,"879"
880,40.074107,-104.688067,2015-07-09,Red-tail Hawk,INACTIVE NEST,"880"
881,40.162751,-104.73058,2015-05-28,Swainsons Hawk,ACTIVE NEST,"881"
882,40.04562,-104.908517,2015-05-22,Red-tail Hawk,ACTIVE NEST,"882"
883,40.1099,-104.879429,2015-08-14,Red-tail Hawk,FLEDGED NEST,"883"
884,40.068421,-104.862728,2015-06-03,Red-tail Hawk,ACTIVE NEST,"884"
885,40.189083,-104.865355,2015-06-05,Red-tail Hawk,ACTIVE NEST,"885"
886,39.988339,-105.067373,2015-06-11,Swainsons Hawk,ACTIVE NEST,"886"
887,39.986753,-105.067144,2015-06-11,Swainsons Hawk,INACTIVE NEST,"887"
888,39.986721,-105.066816,2015-06-11,Red-tail Hawk,INACTIVE NEST,"888"
889,39.986176,-105.065648,2015-06-11,Red-tail Hawk,INACTIVE NEST,"889"
890,40.130182,-104.654085,2015-07-28,Swainsons Hawk,INACTIVE NEST,"890"
891,39.953605,-104.845677,2015-08-24,Red-tail Hawk,FLEDGED NEST,"891"
892,39.947835,-104.847082,2015-08-04,Swainsons Hawk,INACTIVE NEST,"892"
893,40.15454,-104.841188,2015-07-30,Red-tail Hawk,INACTIVE NEST,"893"
894,40.154797,-104.841198,2015-07-30,Red-tail Hawk,INACTIVE NEST,"894"
895,40.204491,-104.662237,2015-08-05,Swainsons Hawk,INACTIVE NEST,"895"
896,39.975339,-104.94509,2015-07-27,Swainsons Hawk,FLEDGED NEST,"896"
897,40.417061,-104.800156,2015-07-07,Red-tail Hawk,ACTIVE NEST,"897"
898,40.188867,-105.005624,2015-07-10,Red-tail Hawk,INACTIVE NEST,"898"
899,40.187254,-105.005608,2015-07-10,Swainsons Hawk,INACTIVE NEST,"899"
900,40.169258,-104.889567,2015-07-13,Swainsons Hawk,INACTIVE NEST,"900"
901,40.04328,-105.017857,2015-08-04,Red-tail Hawk,INACTIVE NEST,"901"
902,40.04519,-104.727397,2015-08-14,Swainsons Hawk,INACTIVE NEST,"902"
903,40.04469,-104.726963,2015-08-14,Red-tail Hawk,INACTIVE NEST,"903"
904,40.044586,-104.727664,2015-08-14,Red-tail Hawk,INACTIVE NEST,"904"
905,40.056013,-104.761654,2015-08-17,Red-tail Hawk,INACTIVE NEST,"905"
906,40.051193,-104.794308,2015-08-17,Red-tail Hawk,INACTIVE NEST,"906"
907,39.995541,-104.891149,2015-08-18,Red-tail Hawk,INACTIVE NEST,"907"
908,39.996516,-104.891649,2015-08-18,Red-tail Hawk,INACTIVE NEST,"908"
909,39.999138,-104.899116,2015-08-18,Swainsons Hawk,INACTIVE NEST,"909"
910,40.002516,-104.893713,2015-08-18,Red-tail Hawk,INACTIVE NEST,"910"
911,40.00695,-104.89437,2015-08-18,Red-tail Hawk,INACTIVE NEST,"911"
912,39.998876,-104.900128,2015-09-01,Red-tail Hawk,INACTIVE NEST,"912"
,,,2020-05-08,Northern Harrier,INACTIVE NEST,"9991"
,,,2020-05-05,SWHA,INACTIVE NEST,"1001"
,40.2438652032687,-104.937169536288,,RTHA,FLEDGED NEST,"1002"
